Genome assembly,Cell type class,Cell type,Number of experiments,Experimental IDs included
mm9,Embryonic fibroblast,3T3-Swiss,22,"SRX484306,SRX484307,SRX484308,SRX484309,SRX484310,SRX484311,SRX484312,SRX484313,SRX484314,SRX484315,SRX484316,SRX484317,SRX484318,SRX484319,SRX484320,SRX484321,SRX484322,SRX484323,SRX484324,SRX484325,SRX484326,SRX484327"
mm9,Embryonic fibroblast,C3H/10T1/2,97,"SRX029147,SRX029151,SRX1040776,SRX1040777,SRX1040778,SRX1040779,SRX1040837,SRX1040838,SRX1040839,SRX1040840,SRX1040841,SRX1040842,SRX1040843,SRX1040844,SRX1287750,SRX1287751,SRX1287752,SRX1287753,SRX1287754,SRX1287755,SRX1462945,SRX1462946,SRX1462947,SRX1462948,SRX1462949,SRX1462950,SRX1462951,SRX1462952,SRX1462953,SRX1462954,SRX1462955,SRX1462956,SRX1462957,SRX1462958,SRX1462959,SRX1462960,SRX1462961,SRX1462962,SRX1462963,SRX1462964,SRX1462965,SRX1462966,SRX1462967,SRX1462968,SRX1462969,SRX1462970,SRX1462971,SRX1462972,SRX1462973,SRX1462974,SRX1462975,SRX1462976,SRX1473024,SRX1473025,SRX1473026,SRX1473027,SRX1473028,SRX1473029,SRX1473030,SRX1473031,SRX1473032,SRX1473033,SRX1473034,SRX1480030,SRX1480031,SRX1480032,SRX1480033,SRX1480034,SRX1480035,SRX180899,SRX180900,SRX202792,SRX202793,SRX202794,SRX202795,SRX202796,SRX202797,SRX202798,SRX202799,SRX202800,SRX202801,SRX2172380,SRX2172381,SRX2172382,SRX2172383,SRX2172384,SRX2172385,SRX2172386,SRX2172387,SRX2172388,SRX2172389,SRX757984,SRX757985,SRX757986,SRX757987,SRX757988,SRX757989"
mm9,Embryonic fibroblast,MEF,1403,"ERX075977,ERX075978,ERX075979,ERX075981,ERX132674,ERX132675,ERX132676,ERX132677,ERX132678,ERX132691,ERX132693,ERX1725518,ERX1725519,ERX1725520,ERX1725521,ERX2088210,ERX2088211,ERX2088212,ERX2088213,ERX594326,ERX594328,ERX594329,ERX594330,ERX594331,ERX594332,ERX594333,ERX594334,ERX594335,ERX594336,ERX594337,ERX594339,ERX594340,ERX594341,ERX594342,ERX594343,ERX594344,ERX594347,ERX594348,SRX003803,SRX017079,SRX017080,SRX017081,SRX018505,SRX018506,SRX018507,SRX018508,SRX018509,SRX018929,SRX018930,SRX018931,SRX018932,SRX018933,SRX018934,SRX018935,SRX019216,SRX019217,SRX019218,SRX019219,SRX019220,SRX019221,SRX021896,SRX021897,SRX021898,SRX021899,SRX021900,SRX021901,SRX021902,SRX021903,SRX021904,SRX021905,SRX022043,SRX022044,SRX022045,SRX022046,SRX022049,SRX022698,SRX022699,SRX022700,SRX022701,SRX022702,SRX022703,SRX026745,SRX026746,SRX027349,SRX027350,SRX029262,SRX029263,SRX029264,SRX029265,SRX029266,SRX029267,SRX029268,SRX029269,SRX029270,SRX029271,SRX029272,SRX029273,SRX029274,SRX029275,SRX029276,SRX029277,SRX029278,SRX029279,SRX029280,SRX029281,SRX029282,SRX029283,SRX029284,SRX029285,SRX035968,SRX035973,SRX035978,SRX035981,SRX035984,SRX035987,SRX038921,SRX038922,SRX038923,SRX062986,SRX062987,SRX062988,SRX062989,SRX062990,SRX063910,SRX063911,SRX085451,SRX085452,SRX085453,SRX099210,SRX099211,SRX099212,SRX099214,SRX1014100,SRX1014101,SRX1014102,SRX1014117,SRX1014118,SRX1014119,SRX1014126,SRX1022082,SRX1022083,SRX1022084,SRX1036772,SRX1036773,SRX1036774,SRX1036775,SRX1038840,SRX1038841,SRX1038842,SRX1038843,SRX1056746,SRX1056747,SRX106013,SRX106014,SRX106015,SRX106016,SRX106017,SRX106018,SRX106019,SRX106020,SRX1060613,SRX1060614,SRX1060615,SRX1060616,SRX1060617,SRX1060618,SRX1060619,SRX1072153,SRX1090861,SRX1090862,SRX1090863,SRX1120752,SRX1120753,SRX1120754,SRX1120755,SRX1120756,SRX1121690,SRX1121691,SRX1121692,SRX1121693,SRX1121695,SRX1121696,SRX1121697,SRX1121698,SRX1121724,SRX1121725,SRX1121726,SRX1121727,SRX1123917,SRX1123918,SRX1123919,SRX1123920,SRX1123921,SRX1123922,SRX1123923,SRX1123924,SRX1123925,SRX1123926,SRX1123927,SRX1123928,SRX1123929,SRX1123930,SRX1123931,SRX1123932,SRX1123933,SRX1123934,SRX1123935,SRX1123936,SRX1123937,SRX1123938,SRX1123939,SRX1123940,SRX1123941,SRX1123942,SRX1123943,SRX1123944,SRX1123945,SRX1123946,SRX1123947,SRX1123948,SRX1123949,SRX112927,SRX1132771,SRX1132772,SRX1132773,SRX1132774,SRX1132775,SRX1132776,SRX1132777,SRX1132778,SRX1132779,SRX1132780,SRX1132781,SRX1132782,SRX1132783,SRX1132784,SRX1132785,SRX1132786,SRX1132787,SRX1132788,SRX114684,SRX114685,SRX115358,SRX115359,SRX115360,SRX115361,SRX115362,SRX115363,SRX115364,SRX115365,SRX115366,SRX115367,SRX115368,SRX115369,SRX1155600,SRX1155601,SRX1155602,SRX1155603,SRX1155604,SRX1155605,SRX1155606,SRX1155607,SRX1155608,SRX1155609,SRX1155610,SRX1155611,SRX1155612,SRX1155613,SRX1155614,SRX1155615,SRX1155616,SRX1155617,SRX1155618,SRX1155619,SRX1155620,SRX1155621,SRX1155622,SRX1155623,SRX1155624,SRX1160438,SRX1160439,SRX1160445,SRX1160446,SRX1160447,SRX1160448,SRX1160449,SRX1160450,SRX1160451,SRX1160452,SRX1160453,SRX1160454,SRX1160455,SRX1160456,SRX1164991,SRX1164992,SRX116585,SRX116586,SRX116587,SRX116588,SRX116589,SRX116590,SRX116591,SRX116592,SRX119350,SRX119351,SRX119352,SRX119353,SRX120167,SRX120168,SRX120169,SRX120170,SRX120171,SRX120172,SRX120173,SRX1219930,SRX1219931,SRX1219932,SRX1219933,SRX1226914,SRX1226915,SRX1226916,SRX1226917,SRX1226918,SRX1226919,SRX1253910,SRX1253911,SRX1253912,SRX1253913,SRX1253914,SRX1253915,SRX1253916,SRX1253917,SRX1253918,SRX1253919,SRX1253920,SRX1253921,SRX1253922,SRX1253923,SRX1253924,SRX1253925,SRX1253926,SRX1253927,SRX1253928,SRX1253929,SRX1253930,SRX1253931,SRX1253932,SRX1253933,SRX1253934,SRX1253935,SRX1253936,SRX1253937,SRX1253938,SRX1253939,SRX1253940,SRX1253941,SRX1253942,SRX1253943,SRX1271372,SRX1271373,SRX1271374,SRX1271375,SRX1271376,SRX1271377,SRX1271378,SRX1271379,SRX1271380,SRX1271381,SRX1271382,SRX1271383,SRX1271384,SRX1271385,SRX1271386,SRX1271387,SRX1271388,SRX1271389,SRX1271390,SRX1271391,SRX127366,SRX127380,SRX127393,SRX127406,SRX128093,SRX128094,SRX128095,SRX1353985,SRX1353986,SRX1353987,SRX1353988,SRX1353989,SRX1353990,SRX1353991,SRX1353992,SRX143283,SRX143284,SRX1432845,SRX1432846,SRX1432847,SRX1432848,SRX1432849,SRX143285,SRX1432850,SRX1432851,SRX1432852,SRX1432853,SRX1432854,SRX1432855,SRX1432856,SRX1432857,SRX1432858,SRX1432859,SRX143286,SRX1432860,SRX1432861,SRX1432862,SRX1432863,SRX1432864,SRX1432865,SRX1432866,SRX1432867,SRX1432868,SRX1432869,SRX143287,SRX1432870,SRX1432871,SRX1432872,SRX1432873,SRX1432874,SRX1432875,SRX1432876,SRX1432877,SRX1432878,SRX1432879,SRX143288,SRX1432880,SRX1432881,SRX1432882,SRX1432883,SRX1432884,SRX1432885,SRX1432886,SRX1432887,SRX1432888,SRX1432889,SRX143289,SRX1432890,SRX1432891,SRX1432892,SRX1432893,SRX1432894,SRX1432895,SRX1432896,SRX1432897,SRX1432898,SRX1432899,SRX143290,SRX1432900,SRX1432901,SRX1432902,SRX1432903,SRX1432904,SRX1432905,SRX1432906,SRX1432907,SRX1432908,SRX1432909,SRX143291,SRX1432910,SRX1432911,SRX1432912,SRX1432913,SRX1432914,SRX1432915,SRX1432916,SRX1432917,SRX1432918,SRX1432919,SRX143292,SRX1432920,SRX1432921,SRX1432922,SRX1432923,SRX1432924,SRX143293,SRX143294,SRX1437951,SRX1437952,SRX1437953,SRX143832,SRX143835,SRX143853,SRX1451507,SRX1451508,SRX1451509,SRX1451510,SRX1451511,SRX1451512,SRX1451513,SRX1451514,SRX1451515,SRX1451516,SRX1452711,SRX1462201,SRX1462202,SRX1462203,SRX1462204,SRX1462205,SRX1462206,SRX1462207,SRX1462208,SRX1462209,SRX1462210,SRX1462211,SRX1462212,SRX1462213,SRX1462214,SRX1462215,SRX1462216,SRX1466724,SRX1466725,SRX1466726,SRX1466727,SRX149013,SRX149014,SRX1494215,SRX1494216,SRX1494217,SRX1494218,SRX1499997,SRX1499998,SRX1499999,SRX1500000,SRX1500001,SRX1500002,SRX1500003,SRX1500004,SRX1500005,SRX1500006,SRX1500007,SRX1500008,SRX1500009,SRX1500010,SRX1500011,SRX1500012,SRX1500013,SRX1500014,SRX1500015,SRX1500016,SRX1500017,SRX1500018,SRX1500019,SRX1500020,SRX1500021,SRX1500022,SRX1500023,SRX1500024,SRX1500025,SRX1500026,SRX1500027,SRX1500028,SRX1500029,SRX1500030,SRX1500031,SRX1500032,SRX1500033,SRX1500034,SRX1500035,SRX1500036,SRX1500037,SRX1500038,SRX1500039,SRX1500040,SRX1500041,SRX1500042,SRX1500043,SRX1500044,SRX1500045,SRX1500046,SRX1500047,SRX1500048,SRX1500049,SRX1500050,SRX1500051,SRX1500052,SRX1500053,SRX1500054,SRX1500055,SRX1500056,SRX1500057,SRX1500058,SRX1531191,SRX1531192,SRX1531193,SRX1531194,SRX1531195,SRX1531196,SRX1531197,SRX1531198,SRX1531199,SRX1531200,SRX1531201,SRX1531202,SRX1531203,SRX1531204,SRX1531205,SRX1531206,SRX1531207,SRX1531208,SRX1543076,SRX1543077,SRX1569734,SRX1569735,SRX1569736,SRX1589594,SRX1589595,SRX1589596,SRX1589597,SRX1589598,SRX1589599,SRX1589600,SRX1589601,SRX1589602,SRX1589603,SRX1589604,SRX1589605,SRX1589606,SRX1589607,SRX1589608,SRX1589609,SRX1589610,SRX1589611,SRX1589612,SRX1589613,SRX159137,SRX1594790,SRX1594791,SRX1594792,SRX1607779,SRX1607780,SRX1607781,SRX1607974,SRX1607975,SRX1607976,SRX1607977,SRX1607978,SRX1618368,SRX1618369,SRX1618370,SRX1618371,SRX1618372,SRX1618614,SRX1618619,SRX1681010,SRX1681011,SRX1684546,SRX1684547,SRX1684548,SRX1684549,SRX1684550,SRX1684551,SRX1684552,SRX1684553,SRX1684554,SRX1684555,SRX1684556,SRX1684557,SRX1684558,SRX1684559,SRX176317,SRX176318,SRX176319,SRX176320,SRX176321,SRX176322,SRX183327,SRX183328,SRX183329,SRX183330,SRX183331,SRX183332,SRX183333,SRX183334,SRX183335,SRX183336,SRX183337,SRX183338,SRX183339,SRX183340,SRX185860,SRX1885854,SRX1885855,SRX1885856,SRX1885857,SRX1885858,SRX195359,SRX195360,SRX195361,SRX195362,SRX195363,SRX195364,SRX195365,SRX195366,SRX1998720,SRX1998721,SRX1998722,SRX1998723,SRX1998724,SRX1998725,SRX1998726,SRX1998727,SRX1998728,SRX1998729,SRX1998730,SRX1998731,SRX1998732,SRX202266,SRX202267,SRX202268,SRX202269,SRX202270,SRX202271,SRX202272,SRX202273,SRX202274,SRX202275,SRX202276,SRX202277,SRX2023907,SRX2023908,SRX2023909,SRX2023910,SRX204640,SRX204641,SRX204642,SRX204643,SRX204644,SRX204657,SRX204658,SRX204659,SRX204660,SRX205966,SRX2065399,SRX2065400,SRX206846,SRX209104,SRX209105,SRX209937,SRX209938,SRX2191407,SRX2191408,SRX2191409,SRX2228739,SRX2228740,SRX2228741,SRX2228742,SRX2228746,SRX2228747,SRX2267937,SRX2267938,SRX2267939,SRX2267940,SRX2267941,SRX2267942,SRX2267943,SRX2267944,SRX2267945,SRX2267946,SRX2270551,SRX2270552,SRX2270553,SRX2270554,SRX2270555,SRX2270556,SRX2270557,SRX2270558,SRX2270559,SRX2270560,SRX2270561,SRX2270562,SRX2270563,SRX2270564,SRX2270565,SRX2270566,SRX2270567,SRX2270568,SRX2270569,SRX2270570,SRX2270571,SRX2270572,SRX2311116,SRX2311117,SRX2311118,SRX2311119,SRX2311120,SRX2311121,SRX2323855,SRX2323856,SRX2323857,SRX2323858,SRX2323859,SRX2323860,SRX2323861,SRX2323862,SRX2323863,SRX2396368,SRX2396369,SRX2396372,SRX2396373,SRX2396376,SRX2396377,SRX2396380,SRX2396381,SRX2396384,SRX2396385,SRX2396388,SRX2396389,SRX2396392,SRX2396393,SRX2396396,SRX2396397,SRX2396400,SRX2396401,SRX2396404,SRX2396405,SRX2396408,SRX2396409,SRX2396412,SRX2396413,SRX2396416,SRX2396419,SRX2396420,SRX2396421,SRX2396422,SRX2396423,SRX2396424,SRX2396437,SRX2396438,SRX2396439,SRX2396440,SRX2396441,SRX2396442,SRX2396443,SRX2396444,SRX2396445,SRX2396446,SRX2396447,SRX2396448,SRX2396449,SRX2396450,SRX2396451,SRX2396452,SRX2396453,SRX2396454,SRX2396455,SRX2396456,SRX2396457,SRX2396458,SRX2396461,SRX2396462,SRX2396465,SRX2396466,SRX2396469,SRX2396470,SRX2396471,SRX2396472,SRX2396473,SRX2396474,SRX2396475,SRX2396476,SRX2396480,SRX2396481,SRX2396482,SRX2396483,SRX2396484,SRX2396485,SRX2396486,SRX2409254,SRX2409255,SRX2409256,SRX2409257,SRX2409258,SRX2409259,SRX243596,SRX243597,SRX243598,SRX243599,SRX248397,SRX248398,SRX248399,SRX248400,SRX248401,SRX248402,SRX2491808,SRX2491809,SRX2491810,SRX2491811,SRX2491812,SRX2491813,SRX2491814,SRX2491815,SRX2491816,SRX2491817,SRX2491818,SRX2491819,SRX2491820,SRX2491821,SRX2491822,SRX2491823,SRX2491824,SRX2491825,SRX2491826,SRX2491827,SRX255455,SRX255456,SRX255457,SRX255458,SRX255459,SRX255460,SRX255461,SRX255462,SRX255463,SRX255464,SRX255465,SRX255466,SRX255467,SRX255468,SRX255469,SRX255470,SRX255471,SRX255482,SRX255483,SRX255484,SRX2649458,SRX2649459,SRX2649461,SRX2649462,SRX2649463,SRX270554,SRX270555,SRX270556,SRX270557,SRX2713112,SRX2713113,SRX2713114,SRX2713115,SRX2713116,SRX2713117,SRX2741650,SRX2741652,SRX2774515,SRX2774516,SRX2774517,SRX2774518,SRX2774519,SRX2774520,SRX2774521,SRX2774522,SRX2774523,SRX2774524,SRX2774525,SRX2774526,SRX2774527,SRX283865,SRX283866,SRX283867,SRX283868,SRX283869,SRX283870,SRX288303,SRX288304,SRX2923286,SRX2923287,SRX2923288,SRX2923289,SRX2923290,SRX2923291,SRX3113698,SRX3121654,SRX323557,SRX323558,SRX323559,SRX323560,SRX323561,SRX323562,SRX323569,SRX323570,SRX323571,SRX323572,SRX323575,SRX323576,SRX323577,SRX323578,SRX323579,SRX328608,SRX328609,SRX328613,SRX333545,SRX333546,SRX333547,SRX333549,SRX333565,SRX333566,SRX333568,SRX341034,SRX341037,SRX341038,SRX349455,SRX349456,SRX349457,SRX353813,SRX353814,SRX353815,SRX353816,SRX353817,SRX353818,SRX353819,SRX353820,SRX353821,SRX353822,SRX353823,SRX353824,SRX366869,SRX366870,SRX366871,SRX366872,SRX366873,SRX366995,SRX366996,SRX366997,SRX366998,SRX371501,SRX371502,SRX371503,SRX371504,SRX378979,SRX378981,SRX378982,SRX378985,SRX378987,SRX378988,SRX386484,SRX386485,SRX386486,SRX386487,SRX386488,SRX386489,SRX386490,SRX386491,SRX386492,SRX386493,SRX386494,SRX386495,SRX398496,SRX424018,SRX424019,SRX424020,SRX424021,SRX424022,SRX424023,SRX424024,SRX442881,SRX442882,SRX442883,SRX442884,SRX442885,SRX442886,SRX442887,SRX451032,SRX451033,SRX451034,SRX451035,SRX451036,SRX451037,SRX451038,SRX451039,SRX471320,SRX471321,SRX471322,SRX483598,SRX483599,SRX500192,SRX500193,SRX500194,SRX500195,SRX523445,SRX523446,SRX523455,SRX523456,SRX523457,SRX523458,SRX523459,SRX523460,SRX523461,SRX523462,SRX523463,SRX523464,SRX523465,SRX523466,SRX523467,SRX523468,SRX523469,SRX523470,SRX527853,SRX527854,SRX527858,SRX527859,SRX528869,SRX530902,SRX530903,SRX530904,SRX530905,SRX535282,SRX535283,SRX535286,SRX535287,SRX535288,SRX535289,SRX535290,SRX535291,SRX535292,SRX535293,SRX535294,SRX535295,SRX535296,SRX535297,SRX535298,SRX535299,SRX542098,SRX542099,SRX542100,SRX542101,SRX542102,SRX542103,SRX542104,SRX542105,SRX542559,SRX542560,SRX542561,SRX542562,SRX542621,SRX542626,SRX542627,SRX542628,SRX547823,SRX547824,SRX547825,SRX547826,SRX547827,SRX547828,SRX548088,SRX548089,SRX551545,SRX551546,SRX551547,SRX551548,SRX551549,SRX551550,SRX551551,SRX551552,SRX551553,SRX551554,SRX551555,SRX551556,SRX551557,SRX625488,SRX625489,SRX625490,SRX625491,SRX625492,SRX625493,SRX652244,SRX652245,SRX652246,SRX652249,SRX652250,SRX652251,SRX652252,SRX655688,SRX655689,SRX655690,SRX655691,SRX655692,SRX655693,SRX657143,SRX657144,SRX663310,SRX663314,SRX667378,SRX667379,SRX668236,SRX668237,SRX684771,SRX684772,SRX684773,SRX684774,SRX690545,SRX690546,SRX690547,SRX690548,SRX698338,SRX698339,SRX698340,SRX703667,SRX796316,SRX796317,SRX796318,SRX796319,SRX796320,SRX796321,SRX796322,SRX796323,SRX796324,SRX796337,SRX796338,SRX796339,SRX796340,SRX796341,SRX796342,SRX796343,SRX796401,SRX796408,SRX796418,SRX796419,SRX796424,SRX796427,SRX810566,SRX810567,SRX810568,SRX810569,SRX810570,SRX810571,SRX810572,SRX810573,SRX810574,SRX810575,SRX810576,SRX810577,SRX810578,SRX810579,SRX810580,SRX810581,SRX810582,SRX810583,SRX810584,SRX810585,SRX810586,SRX810587,SRX810588,SRX810589,SRX810590,SRX810591,SRX810592,SRX810593,SRX810594,SRX810595,SRX810596,SRX810597,SRX810598,SRX810599,SRX810600,SRX810601,SRX810602,SRX810603,SRX810604,SRX810605,SRX810606,SRX810607,SRX810608,SRX810609,SRX810610,SRX810611,SRX810612,SRX810613,SRX810614,SRX810615,SRX810616,SRX810617,SRX810618,SRX810619,SRX810620,SRX810621,SRX810622,SRX810623,SRX810624,SRX810625,SRX810626,SRX810627,SRX810628,SRX810629,SRX810630,SRX810631,SRX810632,SRX810633,SRX810634,SRX810635,SRX810636,SRX810637,SRX810638,SRX810639,SRX810640,SRX810641,SRX810642,SRX810643,SRX810644,SRX810645,SRX810646,SRX810647,SRX823731,SRX823732,SRX823733,SRX823734,SRX823735,SRX823736,SRX823737,SRX823738,SRX823739,SRX823740,SRX823756,SRX823757,SRX823758,SRX823759,SRX848544,SRX893325,SRX893326,SRX893327,SRX893328,SRX893329,SRX893330,SRX893331,SRX893332,SRX893333,SRX897398,SRX897399,SRX897400,SRX897401,SRX897402,SRX897403,SRX897404,SRX897405,SRX897406,SRX897407,SRX897408,SRX897409,SRX897410,SRX897411,SRX897412,SRX897413,SRX897414,SRX897415,SRX897416,SRX897417,SRX897418,SRX897419,SRX897420,SRX897421,SRX897422,SRX897423,SRX897424,SRX897425,SRX897426,SRX897427,SRX897428,SRX897429,SRX897430,SRX897431,SRX897432,SRX897433,SRX897434,SRX897435,SRX897436,SRX897437,SRX897438,SRX897439,SRX897440,SRX898972,SRX950698,SRX950699,SRX950700,SRX950701,SRX976723,SRX976724,SRX976725,SRX976726,SRX976727,SRX976728,SRX976729,SRX976730,SRX976731,SRX976732,SRX976733,SRX976734,SRX977365,SRX977373,SRX977382,SRX977391,SRX977400,SRX977409,SRX977418,SRX977427,SRX984195,SRX984196,SRX984197,SRX984198"
mm9,Embryonic fibroblast,MEF-derived neural cells,28,"SRX1618373,SRX1618374,SRX1618375,SRX1618376,SRX1618377,SRX1618378,SRX1618379,SRX1618380,SRX1618381,SRX1618382,SRX1618383,SRX1618384,SRX1618385,SRX1618386,SRX1618387,SRX1618388,SRX1618389,SRX1618390,SRX1618391,SRX1618392,SRX1618615,SRX1618616,SRX1618617,SRX1618618,SRX1618620,SRX1618621,SRX1618622,SRX1618623"
mm9,Embryonic fibroblast,NIH/3T3,226,"DRX012091,DRX012092,DRX012093,DRX012094,DRX012095,DRX042312,DRX042313,SRX1054382,SRX1241427,SRX130591,SRX130592,SRX159135,SRX1712798,SRX1712799,SRX1712800,SRX1712801,SRX1712802,SRX1712803,SRX1712804,SRX1712805,SRX1712806,SRX1712807,SRX1712808,SRX1712809,SRX1712810,SRX1712811,SRX1712812,SRX1741142,SRX1741143,SRX1819554,SRX1819555,SRX1819556,SRX1819557,SRX1819558,SRX1819559,SRX1819560,SRX1819561,SRX1819562,SRX1819563,SRX1819564,SRX1819565,SRX1819566,SRX1819567,SRX1819568,SRX1819569,SRX1819570,SRX1819571,SRX188658,SRX191035,SRX2404102,SRX2404103,SRX2404105,SRX2404106,SRX2404107,SRX2404108,SRX2404109,SRX2404110,SRX2452581,SRX2452582,SRX262779,SRX262780,SRX262781,SRX262782,SRX262783,SRX262784,SRX262785,SRX262786,SRX262787,SRX262788,SRX262789,SRX262790,SRX262791,SRX262792,SRX262793,SRX262794,SRX262795,SRX262796,SRX262797,SRX262798,SRX262799,SRX262800,SRX262801,SRX262802,SRX262803,SRX262804,SRX262805,SRX262806,SRX262807,SRX262808,SRX262809,SRX262810,SRX262811,SRX262812,SRX262813,SRX262814,SRX262815,SRX262816,SRX262817,SRX262818,SRX262819,SRX262820,SRX262821,SRX262822,SRX262823,SRX262824,SRX262825,SRX262826,SRX262827,SRX262828,SRX262829,SRX262830,SRX262831,SRX262832,SRX262833,SRX262834,SRX262835,SRX366528,SRX366529,SRX366530,SRX366531,SRX366532,SRX366533,SRX366534,SRX366535,SRX366536,SRX366537,SRX366538,SRX366539,SRX366540,SRX366541,SRX366542,SRX366543,SRX366544,SRX366545,SRX366546,SRX366547,SRX366548,SRX366549,SRX366550,SRX366551,SRX366552,SRX366553,SRX366554,SRX366555,SRX366556,SRX366557,SRX366558,SRX366559,SRX366560,SRX366561,SRX366562,SRX366563,SRX366565,SRX366566,SRX366567,SRX366568,SRX366569,SRX366570,SRX366571,SRX366572,SRX475500,SRX591250,SRX620282,SRX620283,SRX620284,SRX620285,SRX620286,SRX620287,SRX620288,SRX620289,SRX620290,SRX620291,SRX620292,SRX620293,SRX620294,SRX620295,SRX620296,SRX620297,SRX620298,SRX620299,SRX620300,SRX620301,SRX620302,SRX620303,SRX620304,SRX620305,SRX657828,SRX666257,SRX666258,SRX666259,SRX666260,SRX710437,SRX710438,SRX710439,SRX710440,SRX710441,SRX710442,SRX710443,SRX710444,SRX710445,SRX710446,SRX710447,SRX710448,SRX710449,SRX710450,SRX710451,SRX710453,SRX710454,SRX716376,SRX716377,SRX716378,SRX716381,SRX716382,SRX716384,SRX716385,SRX890348,SRX890349,SRX890350,SRX890351,SRX890352,SRX895940,SRX895941,SRX897381,SRX897382,SRX897387,SRX897388"
mm9,Embryonic fibroblast,mK3,6,"SRX185777,SRX185778,SRX185779,SRX185780,SRX185781,SRX185782"
mm9,Embryonic fibroblast,mK4,2,"SRX1077228,SRX1077229"
mm9,Epidermis,Back skin,3,"SRX2915841,SRX2915843,SRX2915844"
mm9,Epidermis,Belly skin,1,SRX2915842
mm9,Epidermis,"Carcinoma, Squamous Cell",3,"SRX2058353,SRX2058354,SRX3134844"
mm9,Epidermis,Dermal fibroblasts,51,"SRX091904,SRX091905,SRX091906,SRX091907,SRX091908,SRX091909,SRX091910,SRX091911,SRX091912,SRX091913,SRX091914,SRX091915,SRX1054674,SRX1054675,SRX1054676,SRX1054677,SRX1054678,SRX1054679,SRX1054682,SRX1054695,SRX1054699,SRX1054700,SRX1054701,SRX1054702,SRX1054704,SRX1054705,SRX1054706,SRX1054711,SRX1054713,SRX1054714,SRX1054718,SRX1054721,SRX1054723,SRX1054725,SRX247301,SRX247302,SRX247303,SRX310224,SRX310225,SRX310226,SRX310227,SRX310228,SRX310229,SRX382119,SRX382120,SRX382121,SRX388187,SRX642743,SRX642744,SRX642745,SRX642746"
mm9,Epidermis,Epidermis,35,"SRX1426083,SRX1426084,SRX1426085,SRX1426086,SRX1426087,SRX1426088,SRX1605675,SRX1605676,SRX1605677,SRX1605678,SRX1605679,SRX1605680,SRX1605681,SRX1605682,SRX1605683,SRX1605684,SRX1605685,SRX1605686,SRX1605687,SRX1605688,SRX1605689,SRX1605690,SRX382122,SRX382123,SRX382124,SRX450829,SRX450830,SRX699288,SRX699289,SRX699290,SRX699291,SRX699292,SRX699293,SRX699294,SRX699295"
mm9,Epidermis,Hair Follicle,21,"SRX209794,SRX209795,SRX209796,SRX209797,SRX323582,SRX323583,SRX323584,SRX323585,SRX376930,SRX450825,SRX450826,SRX450827,SRX450828,SRX688940,SRX688941,SRX699296,SRX699297,SRX700955,SRX700956,SRX700957,SRX700958"
mm9,Epidermis,Keratinocytes,15,"SRX1166233,SRX1166234,SRX1166235,SRX1166236,SRX1166237,SRX1166238,SRX2350670,SRX2350671,SRX2350672,SRX352043,SRX352044,SRX738315,SRX738316,SRX738317,SRX738318"
mm9,Epidermis,MK1,5,"SRX2162787,SRX2162789,SRX2162791,SRX2162793,SRX2162795"
mm9,Epidermis,MK2,5,"SRX2162788,SRX2162790,SRX2162792,SRX2162794,SRX2162796"
mm9,Epidermis,Melanocytes,6,"SRX1225080,SRX1225081,SRX1225082,SRX2146745,SRX2146746,SRX2146747"
mm9,Epidermis,Melanoma tumor cell lines,10,"SRX1621023,SRX1621024,SRX1621025,SRX1621026,SRX1621027,SRX1621028,SRX1621029,SRX1621030,SRX1621031,SRX1621032"
mm9,Gonad,Cumulus Cells,2,"SRX1084904,SRX1084905"
mm9,Gonad,Epididymis,22,"SRX153151,SRX153152,SRX153153,SRX286404,SRX286405,SRX286406,SRX286407,SRX286408,SRX286409,SRX286410,SRX286411,SRX286412,SRX286413,SRX286414,SRX358239,SRX358240,SRX358241,SRX358242,SRX358243,SRX358244,SRX373262,SRX373263"
mm9,Gonad,Germline stem cells,23,"SRX1060549,SRX1060550,SRX1060551,SRX1060552,SRX1060553,SRX1060554,SRX1060555,SRX1060556,SRX1060557,SRX1060558,SRX1060559,SRX1430482,SRX1430483,SRX1430485,SRX1432810,SRX1432961,SRX1432962,SRX1432975,SRX1432976,SRX1432977,SRX1432978,SRX1433222,SRX994664"
mm9,Gonad,Leydig Cells,3,"DRX012407,DRX012408,DRX012409"
mm9,Gonad,Oocytes,57,"ERX013139,ERX013140,SRX1134795,SRX1134796,SRX1134797,SRX1134798,SRX1134799,SRX1134800,SRX1134819,SRX1204284,SRX1204285,SRX1204286,SRX1204287,SRX1204288,SRX1204289,SRX1404282,SRX1404283,SRX1404284,SRX1404285,SRX1404286,SRX1404287,SRX1404288,SRX1404289,SRX1404290,SRX1404291,SRX1404292,SRX1404293,SRX1404294,SRX1404295,SRX1404296,SRX1404297,SRX1533816,SRX1533817,SRX1533818,SRX1533819,SRX1533820,SRX1617410,SRX1617411,SRX1617412,SRX1617413,SRX1617414,SRX1617415,SRX1617416,SRX1617417,SRX1681433,SRX1681434,SRX1681435,SRX1681436,SRX1681437,SRX1681438,SRX1681439,SRX1681440,SRX1809904,SRX1809905,SRX2436421,SRX2436422,SRX2436423"
mm9,Gonad,Ovarian Follicle,3,"SRX737009,SRX737010,SRX737011"
mm9,Gonad,Sertoli Cells,12,"DRX043800,DRX043801,DRX043802,DRX043803,DRX043804,DRX043805,DRX043806,DRX043807,DRX043808,DRX043809,DRX043810,DRX043811"
